INT_ID,MAT_IDT,SKU_EAN_COD,CBU_ID,match_status
7501032344559,10073148,7501032344559,1,P1_MATCH
7501032344559,10072912,7501032344559,1,P1_MATCH
7504701,,,2,P1_UNMATCHED
40009575690,,,2,P1_UNMATCHED
7506443109506,214408,7506443109506,1,P1_MATCH
758104001064,21997,758104001064,2,P1_MATCH
7501032395384,10203205,7501032395384,1,P1_MATCH
7501032395384,10180097,7501032395384,1,P1_MATCH
7501032395384,79798,7501032395384,1,P1_MATCH
7504701,,,3,P1_UNMATCHED
7501032332792,48440,7501032332792,1,P1_MATCH
7501032332792,10120623,7501032332792,1,P1_MATCH
7501032330996,10130229,7501032330996,1,P1_MATCH
7501032330996,50848,7501032330996,1,P1_MATCH
7506443103542,210661,7506443103542,1,P1_MATCH
7506443103542,162481,7506443103542,1,P1_MATCH
7506443103542,182480,7506443103542,1,P1_MATCH
758104006779,142984,758104006779,2,P1_MATCH
40009575690,,,3,P1_UNMATCHED
758104001064,21997,758104001064,3,P1_MATCH
7501303992458,99634,7501303992458,1,P1_MATCH
7506443101746,156185,7506443101746,1,P1_MATCH
7506443104570,170805,7506443104570,1,P1_MATCH
7506443104570,172748,7506443104570,1,P1_MATCH
7506443104570,197228,7506443104570,1,P1_MATCH
7506443106895,190961,7506443106895,1,P1_MATCH
7506443101395,152318,7506443101395,1,P1_MATCH
758104006779,142984,758104006779,3,P1_MATCH
7501032399481,135052,7501032399481,1,P1_MATCH
7501032399481,197447,7501032399481,1,P1_MATCH
7501032399481,178981,7501032399481,1,P1_MATCH
7501032398842,210086,7501032398842,1,P1_MATCH
7501032398842,169660,7501032398842,1,P1_MATCH
7501032398842,129062,7501032398842,1,P1_MATCH
7506443104297,165634,7506443104297,1,P1_MATCH
758104005161,97473,758104005161,2,P1_MATCH
2113174670,,,1,P1_UNMATCHED
20758104005714,,,2,P1_UNMATCHED
744473912315,129902,744473912315,1,P1_MATCH
744473912315,128238,744473912315,1,P1_MATCH
758104000869,,,3,P1_UNMATCHED
7506443108721,212018,7506443108721,1,P1_MATCH
7506443107618,197588,7506443107618,1,P1_MATCH
7506443107618,204649,7506443107618,1,P1_MATCH
758104003655,,,2,P1_UNMATCHED
7501032397647,119434,7501032397647,1,P1_MATCH
20758104005714,,,3,P1_UNMATCHED
758104000869,,,2,P1_UNMATCHED
7506443105386,178296,7506443105386,1,P1_MATCH
7506443105386,170756,7506443105386,1,P1_MATCH
7506443105386,178293,7506443105386,1,P1_MATCH
758104005161,97473,758104005161,3,P1_MATCH
758104003655,,,3,P1_UNMATCHED
7501032396466,10240047,7501032396466,1,P1_MATCH
7501032396466,99701,7501032396466,1,P1_MATCH
758104003136,,,2,P1_UNMATCHED
7506443108165,202824,7506443108165,1,P1_MATCH
758104007264,156740,758104007264,2,P1_MATCH
7506443103634,163524,7506443103634,1,P1_MATCH
7506443105119,170828,7506443105119,1,P1_MATCH
7506443105119,170840,7506443105119,1,P1_MATCH
758104003136,,,3,P1_UNMATCHED
758104007264,156740,758104007264,3,P1_MATCH
25293001190,,,1,P1_UNMATCHED
758104000708,59730,758104000708,2,P1_MATCH
75065058,134247,75065058,3,P1_MATCH
7506443108554,207280,7506443108554,1,P1_MATCH
7506443108554,210548,7506443108554,1,P1_MATCH
7501032340094,47515,7501032340094,1,P1_MATCH
7501032340094,47359,7501032340094,1,P1_MATCH
7501032340094,10117814,7501032340094,1,P1_MATCH
7501032340094,10117812,7501032340094,1,P1_MATCH
7506443108189,202590,7506443108189,1,P1_MATCH
75065058,134247,75065058,2,P1_MATCH
7506443104112,210545,7506443104112,1,P1_MATCH
7506443104112,165638,7506443104112,1,P1_MATCH
75017293,20452,75017293,1,P1_MATCH
75017293,20049,75017293,1,P1_MATCH
758104000708,59730,758104000708,3,P1_MATCH
7501032396626,99978,7501032396626,1,P1_MATCH
75810400554,,,2,P1_UNMATCHED
7506443107557,197327,7506443107557,1,P1_MATCH
7506443100466,168646,7506443100466,1,P1_MATCH
7506443100466,148834,7506443100466,1,P1_MATCH
7501032396831,105303,7501032396831,1,P1_MATCH
7501032396831,10250566,7501032396831,1,P1_MATCH
7506443102033,155555,7506443102033,1,P1_MATCH
3120002080,,,1,P1_UNMATCHED
7501032398279,125687,7501032398279,1,P1_MATCH
75810400554,,,3,P1_UNMATCHED
7501032397777,120514,7501032397777,1,P1_MATCH
758104003167,,,2,P1_UNMATCHED
7501032351120,20117,7501032351120,1,P1_MATCH
7501032351120,10091545,7501032351120,1,P1_MATCH
7501032351120,10074357,7501032351120,1,P1_MATCH
7501032300265,209237,7501032300265,1,P1_MATCH
7501032300265,196075,7501032300265,1,P1_MATCH
7501032300265,195593,7501032300265,1,P1_MATCH
7501032300265,201225,7501032300265,1,P1_MATCH
7501032300265,189225,7501032300265,1,P1_MATCH
7501032396237,113188,7501032396237,1,P1_MATCH
7501032396237,10466611,7501032396237,1,P1_MATCH
7501032396237,10418087,7501032396237,1,P1_MATCH
7501032396237,10292068,7501032396237,1,P1_MATCH
7501032396237,10291940,7501032396237,1,P1_MATCH
7501032396237,10280540,7501032396237,1,P1_MATCH
7501032396237,10279232,7501032396237,1,P1_MATCH
7501032396237,10250309,7501032396237,1,P1_MATCH
7501032396237,10249819,7501032396237,1,P1_MATCH
7501032396237,10248128,7501032396237,1,P1_MATCH
7501032396237,10236828,7501032396237,1,P1_MATCH
7501032396237,98727,7501032396237,1,P1_MATCH
2114892455,,,1,P1_UNMATCHED
7506443100183,142318,7506443100183,1,P1_MATCH
7503021651037,,,2,P1_UNMATCHED
75063368,134291,75063368,2,P1_MATCH
75063368,128890,75063368,2,P1_MATCH
75810400280,,,3,P1_UNMATCHED
75063368,134291,75063368,3,P1_MATCH
75063368,128890,75063368,3,P1_MATCH
758104003167,,,3,P1_UNMATCHED
7501032397852,122497,7501032397852,1,P1_MATCH
75810400827,,,2,P1_UNMATCHED
7503021651037,,,3,P1_UNMATCHED
75810400280,,,2,P1_UNMATCHED
75810400827,,,3,P1_UNMATCHED
758104006656,178232,758104006656,3,P1_MATCH
758104006656,168982,758104006656,3,P1_MATCH
758104006656,167135,758104006656,3,P1_MATCH
758104006656,159188,758104006656,3,P1_MATCH
758104006656,155411,758104006656,3,P1_MATCH
758104006656,144503,758104006656,3,P1_MATCH
758104006656,140847,758104006656,3,P1_MATCH
758104006656,198696,758104006656,3,P1_MATCH
PRODUCTO INDEFINIDO,,,1,P1_UNMATCHED
7501032396732,99995,7501032396732,1,P1_MATCH
758104006656,178232,758104006656,2,P1_MATCH
758104006656,168982,758104006656,2,P1_MATCH
758104006656,167135,758104006656,2,P1_MATCH
758104006656,159188,758104006656,2,P1_MATCH
758104006656,155411,758104006656,2,P1_MATCH
758104006656,144503,758104006656,2,P1_MATCH
758104006656,140847,758104006656,2,P1_MATCH
758104006656,198696,758104006656,2,P1_MATCH
750179162651,,,2,P1_UNMATCHED
7506443101296,168527,7506443101296,1,P1_MATCH
7506443101296,155545,7506443101296,1,P1_MATCH
7506443101296,153686,7506443101296,1,P1_MATCH
7501032398118,124487,7501032398118,1,P1_MATCH
77740,,,2,P1_UNMATCHED
20758104005752,,,3,P1_UNMATCHED
750179162651,,,3,P1_UNMATCHED
7506443109476,215033,7506443109476,1,P1_MATCH
7501032396138,10249815,7501032396138,1,P1_MATCH
7501032396138,10236786,7501032396138,1,P1_MATCH
7501032396138,98726,7501032396138,1,P1_MATCH
7501032399467,135050,7501032399467,1,P1_MATCH
7501032398156,210836,7501032398156,1,P1_MATCH
7501032398156,132603,7501032398156,1,P1_MATCH
7501032398156,182544,7501032398156,1,P1_MATCH
7501032398156,124484,7501032398156,1,P1_MATCH
758104002900,,,2,P1_UNMATCHED
77740,,,3,P1_UNMATCHED
7501032395070,10226057,7501032395070,1,P1_MATCH
7501032395070,10194831,7501032395070,1,P1_MATCH
7501032395070,10184980,7501032395070,1,P1_MATCH
7501032395070,10170274,7501032395070,1,P1_MATCH
7501032395070,10159542,7501032395070,1,P1_MATCH
7501032395070,71086,7501032395070,1,P1_MATCH
758104002900,,,3,P1_UNMATCHED
20758104005752,,,2,P1_UNMATCHED
75036393,214494,75036393,1,P1_MATCH
75036393,10180151,75036393,1,P1_MATCH
75036393,10159183,75036393,1,P1_MATCH
75036393,61245,75036393,1,P1_MATCH
7501032344139,20715,7501032344139,1,P1_MATCH
7501032344139,10064220,7501032344139,1,P1_MATCH
7501032340230,10235685,7501032340230,1,P1_MATCH
7501032340230,10203447,7501032340230,1,P1_MATCH
7501032340230,10152364,7501032340230,1,P1_MATCH
7501032340230,10151945,7501032340230,1,P1_MATCH
7501032340230,10148780,7501032340230,1,P1_MATCH
7501032340230,10143779,7501032340230,1,P1_MATCH
7501032340230,10136425,7501032340230,1,P1_MATCH
7501032340230,53478,7501032340230,1,P1_MATCH
75009090,168670,75009090,1,P1_MATCH
75009090,17178,75009090,1,P1_MATCH
75009090,158785,75009090,1,P1_MATCH
75009090,10215309,75009090,1,P1_MATCH
75009090,10209503,75009090,1,P1_MATCH
75009090,10190482,75009090,1,P1_MATCH
75009090,10180914,75009090,1,P1_MATCH
75009090,10137756,75009090,1,P1_MATCH
75009090,10119171,75009090,1,P1_MATCH
75009090,202871,75009090,1,P1_MATCH
75009090,204877,75009090,1,P1_MATCH
7506443105171,169500,7506443105171,1,P1_MATCH
7506443104792,170317,7506443104792,1,P1_MATCH
758104004263,10207257,758104004263,2,P1_MATCH
758104004263,10201814,758104004263,2,P1_MATCH
758104004263,83639,758104004263,2,P1_MATCH
758104007943,174477,758104007943,3,P1_MATCH
758104007943,201553,758104007943,3,P1_MATCH
758104007943,196548,758104007943,3,P1_MATCH
25293001251,,,1,P1_UNMATCHED
7501032344719,21435,7501032344719,1,P1_MATCH
7501032344719,10073152,7501032344719,1,P1_MATCH
7501032344719,10073151,7501032344719,1,P1_MATCH
758104007943,174477,758104007943,2,P1_MATCH
758104007943,201553,758104007943,2,P1_MATCH
758104007943,196548,758104007943,2,P1_MATCH
758104006991,167155,758104006991,3,P1_MATCH
758104006991,159644,758104006991,3,P1_MATCH
758104006991,170718,758104006991,3,P1_MATCH
758104006991,149621,758104006991,3,P1_MATCH
758104006991,167155,758104006991,2,P1_MATCH
758104006991,159644,758104006991,2,P1_MATCH
758104006991,170718,758104006991,2,P1_MATCH
758104006991,149621,758104006991,2,P1_MATCH
758104004263,10207257,758104004263,3,P1_MATCH
758104004263,10201814,758104004263,3,P1_MATCH
758104004263,83639,758104004263,3,P1_MATCH
7506443105553,171532,7506443105553,1,P1_MATCH
7506443107373,196180,7506443107373,1,P1_MATCH
41271025910,,,1,P1_UNMATCHED
7506443109438,214539,7506443109438,1,P1_MATCH
7501032340032,44519,7501032340032,1,P1_MATCH
7501032340032,10114083,7501032340032,1,P1_MATCH
7501032311162,10184977,7501032311162,1,P1_MATCH
7501032311162,10171988,7501032311162,1,P1_MATCH
7501032311162,10163472,7501032311162,1,P1_MATCH
7501032311162,10146123,7501032311162,1,P1_MATCH
7501032311162,10141530,7501032311162,1,P1_MATCH
7501032311162,53027,7501032311162,1,P1_MATCH
758104007332,,,3,P1_UNMATCHED
75810400193,,,3,P1_UNMATCHED
7501032398774,127556,7501032398774,1,P1_MATCH
7501032398774,131776,7501032398774,1,P1_MATCH
75810400193,,,2,P1_UNMATCHED
7501032396053,10231267,7501032396053,1,P1_MATCH
7501032396053,97302,7501032396053,1,P1_MATCH
758104007035,149617,758104007035,2,P1_MATCH
7501032377618,51380,7501032377618,1,P1_MATCH
7501032396589,10241633,7501032396589,1,P1_MATCH
7501032396589,99782,7501032396589,1,P1_MATCH
7501032399610,137791,7501032399610,1,P1_MATCH
7501032398798,127571,7501032398798,1,P1_MATCH
7501032339586,34306,7501032339586,1,P1_MATCH
7501032339586,10111567,7501032339586,1,P1_MATCH
7501032339586,10094203,7501032339586,1,P1_MATCH
758104007035,149617,758104007035,3,P1_MATCH
7501032398460,128091,7501032398460,1,P1_MATCH
758104007332,,,2,P1_UNMATCHED
7506443108172,201962,7506443108172,1,P1_MATCH
75810400308,,,3,P1_UNMATCHED
758104006663,170677,758104006663,2,P1_MATCH
758104006663,170702,758104006663,2,P1_MATCH
758104006663,168983,758104006663,2,P1_MATCH
758104006663,167142,758104006663,2,P1_MATCH
758104006663,161443,758104006663,2,P1_MATCH
758104006663,155433,758104006663,2,P1_MATCH
758104006663,142167,758104006663,2,P1_MATCH
758104006663,140849,758104006663,2,P1_MATCH
75810400308,,,2,P1_UNMATCHED
7501032399320,168608,7501032399320,1,P1_MATCH
7501032399320,134130,7501032399320,1,P1_MATCH
7506443104372,165662,7506443104372,1,P1_MATCH
758104006663,170677,758104006663,3,P1_MATCH
758104006663,170702,758104006663,3,P1_MATCH
758104006663,168983,758104006663,3,P1_MATCH
758104006663,167142,758104006663,3,P1_MATCH
758104006663,161443,758104006663,3,P1_MATCH
758104006663,155433,758104006663,3,P1_MATCH
758104006663,142167,758104006663,3,P1_MATCH
758104006663,140849,758104006663,3,P1_MATCH
758104007912,184182,758104007912,2,P1_MATCH
758104007912,174474,758104007912,2,P1_MATCH
7506443100022,153277,7506443100022,1,P1_MATCH
7506443100022,141793,7506443100022,1,P1_MATCH
7506443107106,195329,7506443107106,1,P1_MATCH
7506443107106,198659,7506443107106,1,P1_MATCH
7506443103344,173188,7506443103344,1,P1_MATCH
7506443105829,175223,7506443105829,1,P1_MATCH
7501032395315,10225936,7501032395315,1,P1_MATCH
7501032395315,10205267,7501032395315,1,P1_MATCH
7501032395315,10194836,7501032395315,1,P1_MATCH
7501032395315,10184983,7501032395315,1,P1_MATCH
7501032395315,10175321,7501032395315,1,P1_MATCH
7501032395315,79501,7501032395315,1,P1_MATCH
7501032396473,10240048,7501032396473,1,P1_MATCH
7501032396473,99702,7501032396473,1,P1_MATCH
7501032332099,34318,7501032332099,1,P1_MATCH
7501032332099,10226019,7501032332099,1,P1_MATCH
7501032332099,10203933,7501032332099,1,P1_MATCH
7501032332099,10194858,7501032332099,1,P1_MATCH
7501032332099,10190734,7501032332099,1,P1_MATCH
7501032332099,10184992,7501032332099,1,P1_MATCH
7501032332099,10171967,7501032332099,1,P1_MATCH
